H;penstroke-edit;2;caveat_edit fixing.cdr;464;564;0
G;0;0000;a
S;36;0;140,65;306,04
S;36;0;141,51;308,90
S;36;0;142,39;311,76
S;36;0;143,28;314,61
S;36;0;144,19;317,46
S;36;0;145,11;320,30
S;36;0;146,06;323,13
S;36;0;147,02;325,96
S;36;0;148,01;328,78
S;36;0;149,03;331,59
S;36;0;150,06;334,39
S;36;0;151,13;337,18
S;36;0;152,22;339,96
S;36;0;153,35;342,73
S;36;0;154,50;345,49
S;36;0;155,69;348,23
S;36;0;156,91;350,96
S;36;0;158,17;353,67
S;36;0;159,46;356,36
S;36;0;160,80;359,03
S;36;0;162,17;361,69
S;36;0;163,59;364,32
S;36;0;165,05;366,93
S;36;0;166,55;369,51
S;36;0;168,10;372,06
S;36;0;169,71;374,58
S;36;0;171,36;377,07
S;36;0;173,06;379,53
S;36;0;174,82;381,94
S;36;0;176,63;384,32
S;36;0;178,50;386,65
S;36;0;180,43;388,93
S;36;0;182,42;391,16
S;36;0;184,46;393,34
S;36;0;186,57;395,46
S;36;0;188,74;397,52
S;36;0;190,97;399,51
S;36;0;193,26;401,42
S;36;0;195,61;403,27
S;36;0;198,02;405,04
S;36;0;200,48;406,72
S;36;0;203,01;408,32
S;36;0;205,59;409,83
S;36;0;208,22;411,25
S;36;0;210,90;412,57
S;36;0;213,62;413,80
S;36;0;216,39;414,93
S;36;0;219,19;415,96
G;37;0000;cap_L
S;37;0;181,51;158,80
S;37;0;179,62;161,14
S;37;0;177,75;163,50
S;37;0;175,90;165,87
S;37;0;174,08;168,27
S;37;0;172,27;170,68
S;37;0;170,49;173,11
S;37;0;168,73;175,55
S;37;0;166,99;178,00
S;37;0;165,27;180,47
S;37;0;163,57;182,96
S;37;0;161,89;185,45
S;37;0;160,22;187,96
S;37;0;158,58;190,48
S;37;0;156,95;193,01
S;37;0;155,34;195,56
S;37;0;153,75;198,11
S;37;0;152,17;200,67
S;37;0;150,61;203,25
S;37;0;149,06;205,83
S;37;0;147,54;208,43
S;37;0;146,02;211,03
S;37;0;144,53;213,64
S;37;0;143,05;216,26
S;37;0;141,58;218,89
S;37;0;140,13;221,53
S;37;0;138,70;224,18
S;37;0;137,28;226,83
S;37;0;135,88;229,49
S;37;0;134,49;232,16
S;37;0;133,12;234,84
S;37;0;131,76;237,53
S;37;0;130,41;240,22
S;37;0;129,09;242,92
S;37;0;127,77;245,63
S;37;0;126,47;248,35
S;37;0;125,19;251,07
S;37;0;123,92;253,80
S;37;0;122,67;256,54
S;37;0;121,43;259,28
S;37;0;120,21;262,03
S;37;0;119,00;264,79
S;37;0;117,81;267,55
S;37;0;116,64;270,32
S;37;0;115,48;273,10
S;37;0;114,33;275,89
S;37;0;113,21;278,68
S;37;0;112,10;281,47
S;37;0;111,00;284,28
S;37;0;109,93;287,09
S;37;0;108,87;289,91
S;37;0;107,83;292,73
S;37;0;106,80;295,56
S;37;0;105,80;298,40
S;37;0;104,81;301,24
S;37;0;103,84;304,09
S;37;0;102,89;306,95
S;37;0;101,96;309,81
S;37;0;101,06;312,68
S;37;0;100,17;315,56
S;37;0;99,30;318,44
S;37;0;98,46;321,33
S;37;0;97,64;324,23
S;37;0;96,85;327,13
S;37;0;96,07;330,04
S;37;0;95,33;332,96
S;37;0;94,61;335,88
S;37;0;93,91;338,81
S;37;0;93,25;341,74
S;37;0;92,61;344,69
S;37;0;92,01;347,63
S;37;0;91,46;350,59
S;37;0;91,01;353,57
S;37;0;90,67;356,56
S;37;0;90,44;359,56
S;37;0;90,34;362,57
S;37;0;90,36;365,58
S;37;0;90,51;368,58
S;37;0;90,81;371,58
S;37;0;91,26;374,56
S;37;0;91,87;377,50
S;37;0;92,63;380,41
S;37;0;93,57;383,28
S;37;0;94,67;386,08
S;37;0;95,95;388,80
S;37;0;97,40;391,44
S;37;0;99,03;393,97
S;37;0;100,82;396,38
S;37;0;102,78;398,67
S;37;0;104,89;400,81
S;37;0;107,15;402,80
S;37;0;109,54;404,63
S;37;0;112,05;406,29
S;37;0;114,67;407,78
S;37;0;117,37;409,09
S;37;0;120,16;410,24
S;37;0;123,01;411,21
S;37;0;125,91;412,01
S;37;0;128,85;412,65
S;37;0;131,82;413,14
S;37;0;134,81;413,48
S;37;0;137,81;413,67
S;37;0;140,82;413,72
S;37;0;143,83;413,64
S;37;0;146,83;413,44
S;37;0;149,83;413,13
S;37;0;152,81;412,70
S;37;0;155,77;412,16
S;37;0;158,71;411,53
S;37;0;161,64;410,84
S;37;0;164,57;410,14
S;37;0;167,49;409,42
S;37;0;170,41;408,68
S;37;0;173,32;407,92
S;37;0;176,23;407,14
S;37;0;179,13;406,34
S;37;0;182,03;405,52
S;37;0;184,92;404,68
S;37;0;187,80;403,81
S;37;0;190,68;402,93
S;37;0;193,55;402,02
S;37;0;196,41;401,10
S;37;0;199,27;400,15
S;37;0;202,12;399,18
S;37;0;204,96;398,19
G;38;0000;cap_M
S;38;2;179,31;223,49
S;38;2;176,41;224,19
S;38;2;173,74;225,55
S;38;2;171,27;227,24
S;38;2;168,94;229,13
S;38;2;166,72;231,14
S;38;2;164,58;233,24
S;38;2;162,52;235,41
S;38;2;160,51;237,64
S;38;2;158,56;239,92
S;38;2;156,66;242,24
S;38;2;154,81;244,59
S;38;2;153,00;246,98
S;38;2;151,24;249,41
S;38;2;149,52;251,87
S;38;2;147,86;254,36
S;38;2;146,26;256,89
S;38;2;144,75;259,48
S;38;2;143,38;262,15
S;38;2;142,13;264,87
S;38;2;140,85;267,58
S;38;2;139,57;270,29
S;38;2;138,26;272,99
S;38;2;136,94;275,68
S;38;2;135,61;278,36
S;38;2;134,26;281,04
S;38;2;132,90;283,71
S;38;2;131,53;286,38
S;38;2;130,14;289,04
S;38;2;128,75;291,69
S;38;2;127,34;294,34
S;38;2;125,93;296,98
S;38;2;124,50;299,62
S;38;2;123,07;302,25
S;38;2;121,63;304,88
S;38;2;120,18;307,50
S;38;2;118,73;310,12
S;38;2;117,27;312,74
S;38;2;115,80;315,35
S;38;2;114,33;317,96
S;38;2;112,85;320,57
S;38;2;111,37;323,18
S;38;2;109,89;325,79
S;38;2;108,41;328,39
S;38;2;106,92;330,99
S;38;2;105,43;333,59
S;38;2;103,94;336,20
S;38;2;102,45;338,80
S;38;2;100,96;341,40
S;38;2;99,47;344,00
S;38;2;97,99;346,60
S;38;2;96,50;349,21
S;38;2;95,02;351,81
S;38;2;93,54;354,42
S;38;2;92,07;357,03
S;38;2;90,60;359,64
S;38;2;89,13;362,26
S;38;2;87,67;364,87
S;38;2;86,22;367,49
S;38;2;84,77;370,12
S;38;2;83,33;372,75
S;38;2;81,90;375,38
S;38;2;80,48;378,02
S;38;2;79,06;380,66
S;38;2;77,63;383,30
S;38;2;76,22;385,94
S;38;2;74,84;388,60
S;38;2;73,49;391,28
S;38;2;72,18;393,97
S;38;2;70,92;396,70
S;38;2;69,73;399,44
S;38;2;68,61;402,22
S;38;2;67,57;405,04
S;38;2;66,64;407,88
S;38;2;65,84;410,77
S;38;2;65,21;413,70
S;38;2;64,80;416,67
S;38;2;64,67;419,66
S;38;2;64,94;422,65
S;38;2;65,74;425,53
S;38;1;330,00;176,89
S;38;1;330,25;179,88
S;38;1;330,44;182,88
S;38;1;330,54;185,88
S;38;1;330,58;188,88
S;38;1;330,55;191,88
S;38;1;330,46;194,88
S;38;1;330,30;197,88
S;38;1;330,09;200,87
S;38;1;329,81;203,86
S;38;1;329,48;206,84
S;38;1;329,10;209,82
S;38;1;328,67;212,79
S;38;1;328,20;215,75
S;38;1;327,69;218,71
S;38;1;327,13;221,66
S;38;1;326,54;224,60
S;38;1;325,91;227,54
S;38;1;325,26;230,47
S;38;1;324,57;233,39
S;38;1;323,87;236,31
S;38;1;323,13;239,22
S;38;1;322,38;242,13
S;38;1;321,62;245,03
S;38;1;320,84;247,92
S;38;1;320,04;250,82
S;38;1;319,24;253,71
S;38;1;318,43;256,60
S;38;1;317,62;259,49
S;38;1;316,81;262,38
S;38;1;316,00;265,27
S;38;1;315,19;268,16
S;38;1;314,39;271,06
S;38;1;313,60;273,95
S;38;1;312,82;276,85
S;38;1;312,05;279,75
S;38;1;311,30;282,66
S;38;1;310,58;285,57
S;38;1;309,87;288,49
S;38;1;309,20;291,41
S;38;1;308,54;294,34
S;38;1;307,89;297,27
S;38;1;307,24;300,20
S;38;1;306,61;303,14
S;38;1;305,99;306,07
S;38;1;305,38;309,01
S;38;1;304,78;311,95
S;38;1;304,19;314,90
S;38;1;303,61;317,84
S;38;1;303,04;320,79
S;38;1;302,48;323,74
S;38;1;301,93;326,69
S;38;1;301,39;329,64
S;38;1;300,86;332,59
S;38;1;300,34;335,55
S;38;1;299,83;338,51
S;38;1;299,32;341,47
S;38;1;298,83;344,43
S;38;1;298,35;347,39
S;38;1;297,88;350,36
S;38;1;297,42;353,32
S;38;1;296,97;356,29
S;38;1;296,53;359,26
S;38;1;296,10;362,23
S;38;1;295,67;365,20
S;38;1;295,26;368,17
S;38;1;294,86;371,15
S;38;1;294,47;374,12
S;38;1;294,08;377,10
S;38;1;293,71;380,08
S;38;1;293,35;383,06
S;38;1;292,99;386,04
S;38;1;292,65;389,02
S;38;1;292,31;392,00
S;38;1;291,99;394,99
S;38;1;291,67;397,97
S;38;1;291,36;400,96
S;38;1;291,07;403,94
S;38;1;290,78;406,93
S;38;1;290,50;409,92
S;38;1;290,23;412,91
S;38;1;289,97;415,90
S;38;0;192,90;174,14
S;38;0;193,33;177,11
S;38;0;193,62;180,09
S;38;0;193,76;183,08
S;38;0;193,69;186,07
S;38;0;193,38;189,05
S;38;0;192,80;191,99
S;38;0;191,93;194,86
S;38;0;190,80;197,63
S;38;0;189,48;200,32
S;38;0;188,08;202,97
S;38;0;186,71;205,64
S;38;0;185,46;208,36
S;38;0;184,40;211,16
S;38;0;183,56;214,03
S;38;0;182,94;216,96
S;38;0;182,53;219,93
S;38;0;182,29;222,92
S;38;0;182,19;225,91
S;38;0;182,20;228,91
S;38;0;182,29;231,90
S;38;0;182,43;234,90
S;38;0;182,58;237,89
S;38;0;182,72;240,88
S;38;0;182,81;243,88
S;38;0;182,82;246,87
S;38;0;182,73;249,87
S;38;0;182,50;252,85
S;38;0;182,13;255,83
S;38;0;181,71;258,79
S;38;0;181,26;261,75
S;38;0;180,77;264,71
S;38;0;180,26;267,66
S;38;0;179,73;270,61
S;38;0;179,17;273,56
S;38;0;178,60;276,50
S;38;0;178,02;279,44
S;38;0;177,42;282,37
S;38;0;176,82;285,31
S;38;0;176,21;288,24
S;38;0;175,60;291,17
S;38;0;175,00;294,11
S;38;0;174,40;297,04
S;38;0;173,81;299,98
S;38;0;173,22;302,92
S;38;0;172,66;305,86
S;38;0;172,11;308,81
S;38;0;171,58;311,76
S;38;0;171,08;314,71
S;38;0;170,60;317,67
S;38;0;170,16;320,63
S;38;0;169,75;323,60
S;38;0;169,37;326,57
S;38;0;169,04;329,55
S;38;0;168,75;332,53
S;38;0;168,38;335,50
S;38;0;167,95;338,47
S;38;0;167,49;341,43
S;38;0;167,04;344,39
S;38;0;166,60;347,36
S;38;0;166,19;350,32
S;38;0;165,81;353,30
S;38;0;165,48;356,27
S;38;0;165,21;359,26
S;38;0;165,01;362,25
S;38;0;164,91;365,24
S;38;0;164,92;368,24
S;38;0;165,08;371,23
S;38;0;165,42;374,20
S;38;0;166,02;377,14
S;38;0;166,95;379,98
S;38;0;168,34;382,63
S;38;0;170,31;384,88
S;38;0;172,74;386,62
S;38;0;175,52;387,73
S;38;0;178,49;388,04
S;38;0;181,43;387,56
S;38;0;184,22;386,45
S;38;0;186,79;384,93
S;38;0;189,18;383,12
S;38;0;191,41;381,12
S;38;0;193,50;378,98
S;38;0;195,49;376,73
S;38;0;197,38;374,41
S;38;0;199,19;372,02
S;38;0;200,94;369,59
S;38;0;202,62;367,11
S;38;0;204,26;364,60
S;38;0;205,85;362,06
S;38;0;207,40;359,50
S;38;0;208,92;356,92
S;38;0;210,41;354,32
S;38;0;211,88;351,71
S;38;0;213,35;349,10
S;38;0;214,81;346,48
S;38;0;216,31;343,89
S;38;0;217,87;341,33
S;38;0;219,43;338,77
S;38;0;221,00;336,22
S;38;0;222,58;333,67
S;38;0;224,15;331,12
S;38;0;225,73;328,58
S;38;0;227,31;326,03
S;38;0;228,89;323,48
S;38;0;230,47;320,94
S;38;0;232,05;318,39
S;38;0;233,63;315,85
S;38;0;235,21;313,30
S;38;0;236,79;310,76
S;38;0;238,37;308,21
S;38;0;239,95;305,66
S;38;0;241,52;303,12
S;38;0;243,10;300,57
S;38;0;244,67;298,01
S;38;0;246,23;295,46
S;38;0;247,80;292,91
S;38;0;249,36;290,35
S;38;0;250,91;287,79
S;38;0;252,46;285,22
S;38;0;254,00;282,65
S;38;0;255,54;280,08
S;38;0;257,07;277,51
S;38;0;258,60;274,93
S;38;0;260,12;272,35
S;38;0;261,63;269,76
S;38;0;263,13;267,17
S;38;0;264,63;264,57
S;38;0;266,11;261,97
S;38;0;267,59;259,36
S;38;0;269,06;256,75
S;38;0;270,53;254,14
S;38;0;271,99;251,53
S;38;0;273,45;248,91
S;38;0;274,91;246,29
S;38;0;276,38;243,68
S;38;0;277,84;241,07
S;38;0;279,32;238,46
S;38;0;280,79;235,85
S;38;0;282,28;233,25
S;38;0;283,78;230,66
S;38;0;285,29;228,07
S;38;0;286,82;225,49
S;38;0;288,36;222,92
S;38;0;289,92;220,37
S;38;0;291,50;217,82
S;38;0;293,11;215,29
S;38;0;294,74;212,78
S;38;0;296,39;210,28
S;38;0;298,07;207,79
S;38;0;299,77;205,33
S;38;0;301,51;202,89
S;38;0;303,27;200,47
S;38;0;305,07;198,07
S;38;0;306,90;195,70
S;38;0;308,75;193,35
S;38;0;310,65;191,02
S;38;0;312,57;188,72
S;38;0;314,52;186,46
S;38;0;316,51;184,21
S;38;0;318,53;182,00
S;38;0;320,58;179,82
S;38;0;322,67;177,66
S;38;0;324,78;175,54
G;39;0000;cap_N
S;39;0;309,72;142,23
S;39;0;309,02;145,15
S;39;0;308,32;148,07
S;39;0;307,63;150,99
S;39;0;306,94;153,91
S;39;0;306,25;156,83
S;39;0;305,57;159,75
S;39;0;304,89;162,67
S;39;0;304,22;165,60
S;39;0;303,55;168,52
S;39;0;302,88;171,45
S;39;0;302,21;174,37
S;39;0;301,55;177,30
S;39;0;300,88;180,23
S;39;0;300,22;183,16
S;39;0;299,57;186,08
S;39;0;298,91;189,01
S;39;0;298,25;191,94
S;39;0;297,60;194,87
S;39;0;296,95;197,80
S;39;0;296,30;200,73
S;39;0;295,65;203,66
S;39;0;295,00;206,59
S;39;0;294,35;209,52
S;39;0;293,70;212,45
S;39;0;293,05;215,38
S;39;0;292,40;218,31
S;39;0;291,75;221,24
S;39;0;291,10;224,17
S;39;0;290,45;227,09
S;39;0;289,80;230,02
S;39;0;289,14;232,95
S;39;0;288,49;235,88
S;39;0;287,83;238,81
S;39;0;287,18;241,74
S;39;0;286,52;244,67
S;39;0;285,86;247,59
S;39;0;285,19;250,52
S;39;0;284,53;253,45
S;39;0;283,86;256,37
S;39;0;283,19;259,30
S;39;0;282,51;262,22
S;39;0;281,84;265,14
S;39;0;281,15;268,07
S;39;0;280,47;270,99
S;39;0;279,78;273,91
S;39;0;279,09;276,83
S;39;0;278,40;279,75
S;39;0;277,69;282,67
S;39;0;276,99;285,58
S;39;0;276,28;288,50
S;39;0;275,57;291,41
S;39;0;274,85;294,33
S;39;0;274,12;297,24
S;39;0;273,39;300,15
S;39;0;272,66;303,06
S;39;0;271,92;305,97
S;39;0;271,17;308,88
S;39;0;270,42;311,78
S;39;0;269,66;314,68
S;39;0;268,89;317,59
S;39;0;268,12;320,49
S;39;0;267,34;323,38
S;39;0;266,56;326,28
S;39;0;265,77;329,17
S;39;0;264,97;332,07
S;39;0;264,16;334,96
S;39;0;263,34;337,84
S;39;0;262,52;340,73
S;39;0;261,69;343,61
S;39;0;260,85;346,50
S;39;0;260,00;349,37
S;39;0;259,15;352,25
S;39;0;258,27;355,12
S;39;0;257,38;357,99
S;39;0;256,47;360,85
S;39;0;255,53;363,70
S;39;0;254,57;366,54
S;39;0;253,58;369,37
S;39;0;252,57;372,20
S;39;0;251,52;375,01
S;39;0;250,44;377,81
S;39;0;249,32;380,59
S;39;0;248,16;383,36
S;39;0;246,95;386,11
S;39;0;245,69;388,83
S;39;0;244,36;391,52
S;39;0;242,96;394,18
S;39;0;241,47;396,78
S;39;0;239,87;399,32
S;39;0;238,14;401,77
S;39;0;236,22;404,07
S;39;0;234,05;406,15
S;39;0;231,56;407,81
S;39;0;228,70;408,67
S;39;0;225,72;408,48
S;39;0;222,80;407,80
S;39;0;220,03;406,64
S;39;0;217,49;405,05
S;39;0;215,21;403,10
S;39;0;213,20;400,88
S;39;0;211,44;398,45
S;39;0;209,90;395,88
S;39;0;208,54;393,20
S;39;0;207,35;390,44
S;39;0;206,30;387,63
S;39;0;205,36;384,78
S;39;0;204,52;381,90
S;39;0;203,76;379,00
S;39;0;203,07;376,08
S;39;0;202,44;373,15
S;39;0;201,84;370,21
S;39;0;201,27;367,26
S;39;0;200,72;364,31
S;39;0;200,15;361,36
S;39;0;199,54;358,43
S;39;0;198,92;355,49
S;39;0;198,31;352,55
S;39;0;197,73;349,61
S;39;0;197,16;346,66
S;39;0;196,62;343,71
S;39;0;196,10;340,75
S;39;0;195,60;337,79
S;39;0;195,13;334,83
S;39;0;194,68;331,86
S;39;0;194,25;328,89
S;39;0;193,85;325,92
S;39;0;193,47;322,94
S;39;0;193,12;319,96
S;39;0;192,79;316,98
S;39;0;192,48;313,99
S;39;0;192,20;311,01
S;39;0;191,95;308,02
S;39;0;191,72;305,02
S;39;0;191,51;302,03
S;39;0;191,33;299,03
S;39;0;191,17;296,04
S;39;0;191,03;293,04
S;39;0;190,91;290,04
S;39;0;190,81;287,04
S;39;0;190,73;284,04
S;39;0;190,67;281,04
S;39;0;190,63;278,04
S;39;0;190,61;275,04
S;39;0;190,61;272,04
S;39;0;190,61;269,04
S;39;0;190,64;266,04
S;39;0;190,68;263,04
S;39;0;190,73;260,04
S;39;0;190,79;257,04
S;39;0;190,86;254,04
S;39;0;190,98;251,04
S;39;0;191,14;248,04
S;39;0;191,31;245,05
S;39;0;191,48;242,05
S;39;0;191,65;239,05
S;39;0;191,79;236,06
S;39;0;191,89;233,06
S;39;0;191,95;230,06
S;39;0;191,95;227,06
S;39;0;191,88;224,06
S;39;0;191,72;221,06
S;39;0;191,47;218,07
S;39;0;191,09;215,09
S;39;0;190,58;212,14
S;39;0;189,91;209,21
S;39;0;189,07;206,33
S;39;0;188,03;203,52
S;39;0;186,77;200,79
S;39;0;185,28;198,19
S;39;0;183,54;195,75
S;39;0;181,13;194,01
S;39;0;178,19;194,13
S;39;0;175,62;195,65
S;39;0;173,44;197,70
S;39;0;171,51;200,00
S;39;0;169,75;202,43
S;39;0;168,12;204,95
S;39;0;166,58;207,53
S;39;0;165,11;210,14
S;39;0;163,70;212,79
S;39;0;162,35;215,47
S;39;0;161,04;218,17
S;39;0;159,76;220,89
S;39;0;158,52;223,62
S;39;0;157,30;226,36
S;39;0;156,11;229,12
S;39;0;154,94;231,88
S;39;0;153,80;234,65
S;39;0;152,66;237,43
S;39;0;151,54;240,22
S;39;0;150,42;243,00
S;39;0;149,23;245,75
S;39;0;148,03;248,50
S;39;0;146,84;251,26
S;39;0;145,67;254,02
S;39;0;144,52;256,79
S;39;0;143,37;259,57
S;39;0;142,24;262,35
S;39;0;141,12;265,13
S;39;0;140,01;267,92
S;39;0;138,91;270,71
S;39;0;137,81;273,50
S;39;0;136,73;276,30
S;39;0;135,65;279,10
S;39;0;134,58;281,90
S;39;0;133,51;284,71
S;39;0;132,45;287,52
S;39;0;131,39;290,32
S;39;0;130,33;293,13
S;39;0;129,28;295,94
S;39;0;128,23;298,75
S;39;0;127,18;301,56
S;39;0;126,12;304,37
S;39;0;125,07;307,18
S;39;0;124,01;309,99
S;39;0;122,95;312,80
S;39;0;121,89;315,61
S;39;0;120,82;318,41
S;39;0;119,75;321,21
S;39;0;118,67;324,01
S;39;0;117,58;326,81
S;39;0;116,48;329,60
S;39;0;115,38;332,39
S;39;0;114,27;335,18
S;39;0;113,16;337,97
S;39;0;112,05;340,76
S;39;0;110,94;343,55
S;39;0;109,83;346,33
S;39;0;108,73;349,12
S;39;0;107,62;351,91
S;39;0;106,52;354,71
S;39;0;105,43;357,50
S;39;0;104,33;360,30
S;39;0;103,25;363,09
S;39;0;102,17;365,89
S;39;0;101,10;368,70
S;39;0;100,04;371,50
S;39;0;98,99;374,31
S;39;0;97,94;377,13
S;39;0;96,91;379,95
S;39;0;95,89;382,77
S;39;0;94,89;385,60
S;39;0;93,89;388,43
S;39;0;92,91;391,26
S;39;0;91,95;394,11
S;39;0;91,00;396,95
S;39;0;90,07;399,81
S;39;0;89,16;402,67
S;39;0;88,26;405,53
S;39;0;87,39;408,40
S;39;0;86,53;411,28
S;39;0;85,70;414,16
S;39;0;84,88;417,05
S;39;0;84,09;419,94
S;39;0;83,32;422,84
S;39;0;82,58;425,75
G;40;0000;cap_O
S;40;0;205,94;165,39
S;40;0;208,93;165,66
S;40;0;211,90;166,10
S;40;0;214,84;166,70
S;40;0;217,74;167,48
S;40;0;220,58;168,45
S;40;0;223,35;169,62
S;40;0;226,02;171,00
S;40;0;228,58;172,57
S;40;0;231,01;174,33
S;40;0;233,30;176,27
S;40;0;235,43;178,38
S;40;0;237,41;180,64
S;40;0;239,22;183,03
S;40;0;240,88;185,54
S;40;0;242,38;188,14
S;40;0;243,73;190,82
S;40;0;244,94;193,57
S;40;0;246,01;196,38
S;40;0;246,96;199,22
S;40;0;247,79;202,11
S;40;0;248,52;205,02
S;40;0;249,14;207,96
S;40;0;249,67;210,92
S;40;0;250,12;213,89
S;40;0;250,48;216,87
S;40;0;250,77;219,86
S;40;0;250,98;222,85
S;40;0;251,13;225,85
S;40;0;251,22;228,85
S;40;0;251,24;231,86
S;40;0;251,21;234,86
S;40;0;251,13;237,86
S;40;0;251,00;240,86
S;40;0;250,82;243,86
S;40;0;250,58;246,85
S;40;0;250,26;249,84
S;40;0;249,88;252,82
S;40;0;249,44;255,79
S;40;0;248,94;258,75
S;40;0;248,39;261,70
S;40;0;247,78;264,64
S;40;0;247,14;267,58
S;40;0;246,45;270,50
S;40;0;245,72;273,41
S;40;0;244,95;276,31
S;40;0;244,14;279,21
S;40;0;243,30;282,09
S;40;0;242,42;284,96
S;40;0;241,51;287,82
S;40;0;240,57;290,68
S;40;0;239,60;293,52
S;40;0;238,60;296,35
S;40;0;237,56;299,17
S;40;0;236,50;301,98
S;40;0;235,41;304,78
S;40;0;234,30;307,56
S;40;0;233,15;310,34
S;40;0;231,98;313,11
S;40;0;230,78;315,86
S;40;0;229,55;318,60
S;40;0;228,30;321,33
S;40;0;227,02;324,05
S;40;0;225,71;326,75
S;40;0;224,38;329,44
S;40;0;223,02;332,12
S;40;0;221,63;334,78
S;40;0;220,22;337,43
S;40;0;218,78;340,07
S;40;0;217,31;342,68
S;40;0;215,81;345,29
S;40;0;214,28;347,87
S;40;0;212,73;350,44
S;40;0;211,15;353,00
S;40;0;209,53;355,53
S;40;0;207,89;358,04
S;40;0;206,22;360,54
S;40;0;204,51;363,01
S;40;0;202,77;365,46
S;40;0;201,00;367,88
S;40;0;199,20;370,28
S;40;0;197,36;372,66
S;40;0;195,48;375,00
S;40;0;193,57;377,32
S;40;0;191,62;379,60
S;40;0;189,64;381,86
S;40;0;187,61;384,07
S;40;0;185,54;386,25
S;40;0;183,43;388,39
S;40;0;181,28;390,48
S;40;0;179,08;392,52
S;40;0;176,83;394,51
S;40;0;174,53;396,45
S;40;0;172,19;398,33
S;40;0;169,80;400,14
S;40;0;167,35;401,88
S;40;0;164,85;403,54
S;40;0;162,30;405,12
S;40;0;159,69;406,61
S;40;0;157,02;408,00
S;40;0;154,31;409,28
S;40;0;151,54;410,44
S;40;0;148,72;411,48
S;40;0;145,86;412,39
S;40;0;142,97;413,22
S;40;0;140,06;413,94
S;40;0;137,12;414,55
S;40;0;134,15;415,03
S;40;0;131,17;415,36
S;40;0;128,17;415,51
S;40;0;125,17;415,46
S;40;0;122,18;415,19
S;40;0;119,22;414,66
S;40;0;116,33;413,85
S;40;0;113,55;412,73
S;40;0;110,91;411,31
S;40;0;108,45;409,58
S;40;0;106,21;407,58
S;40;0;104,21;405,34
S;40;0;102,45;402,91
S;40;0;100,92;400,33
S;40;0;99,60;397,63
S;40;0;98,49;394,84
S;40;0;97,55;391,99
S;40;0;96,77;389,09
S;40;0;96,13;386,16
S;40;0;95,62;383,20
S;40;0;95,23;380,22
S;40;0;94,93;377,23
S;40;0;94,73;374,24
S;40;0;94,60;371,24
S;40;0;94,56;368,23
S;40;0;94,58;365,23
S;40;0;94,66;362,23
S;40;0;94,80;359,23
S;40;0;95,00;356,23
S;40;0;95,24;353,24
S;40;0;95,54;350,25
S;40;0;95,87;347,27
S;40;0;96,25;344,29
S;40;0;96,66;341,31
S;40;0;97,11;338,34
S;40;0;97,59;335,38
S;40;0;98,11;332,42
S;40;0;98,67;329,47
S;40;0;99,29;326,53
S;40;0;99,95;323,60
S;40;0;100,67;320,68
S;40;0;101,42;317,78
S;40;0;102,22;314,88
S;40;0;103,06;312,00
S;40;0;103,94;309,13
S;40;0;104,86;306,27
S;40;0;105,81;303,42
S;40;0;106,79;300,58
S;40;0;107,80;297,75
S;40;0;108,83;294,93
S;40;0;109,89;292,12
S;40;0;110,98;289,32
S;40;0;112,08;286,53
S;40;0;113,21;283,75
S;40;0;114,35;280,97
S;40;0;115,51;278,20
S;40;0;116,68;275,43
S;40;0;117,86;272,67
S;40;0;119,05;269,91
S;40;0;120,25;267,16
S;40;0;121,46;264,42
S;40;0;122,69;261,68
S;40;0;123,94;258,94
S;40;0;125,20;256,22
S;40;0;126,49;253,50
S;40;0;127,79;250,80
S;40;0;129,11;248,10
S;40;0;130,46;245,42
S;40;0;131,84;242,75
S;40;0;133,24;240,09
S;40;0;134,67;237,45
S;40;0;136,12;234,83
S;40;0;137,61;232,22
S;40;0;139,14;229,63
S;40;0;140,70;227,06
S;40;0;142,29;224,52
S;40;0;143,93;222,00
S;40;0;145,60;219,51
S;40;0;147,31;217,04
S;40;0;149,07;214,60
S;40;0;150,86;212,19
S;40;0;152,70;209,82
S;40;0;154,58;207,48
S;40;0;156,51;205,18
S;40;0;158,48;202,91
S;40;0;160,50;200,69
S;40;0;162,56;198,50
S;40;0;164,66;196,36
S;40;0;166,81;194,26
S;40;0;169,00;192,20
S;40;0;171,23;190,19
S;40;0;173,50;188,23
S;40;0;175,81;186,31
S;40;0;178,16;184,44
S;40;0;180,54;182,61
S;40;0;182,96;180,83
S;40;0;185,42;179,10
S;40;0;187,90;177,41
S;40;0;190,42;175,77
S;40;0;192,96;174,18
S;40;0;195,53;172,63
S;40;0;198,13;171,12
S;40;0;200,75;169,66
S;40;0;203,40;168,23
S;40;0;206,06;166,85
S;40;0;208,75;165,51
G;41;0000;cap_P
S;41;0;117,91;317,43
S;41;0;120,89;317,71
S;41;0;123,88;317,90
S;41;0;126,88;318,00
S;41;0;129,88;318,02
S;41;0;132,87;317,96
S;41;0;135,86;317,81
S;41;0;138,85;317,59
S;41;0;141,83;317,29
S;41;0;144,81;316,92
S;41;0;147,77;316,48
S;41;0;150,72;315,97
S;41;0;153,66;315,38
S;41;0;156,59;314,73
S;41;0;159,50;314,02
S;41;0;162,39;313,23
S;41;0;165,26;312,38
S;41;0;168,12;311,46
S;41;0;170,95;310,48
S;41;0;173,75;309,43
S;41;0;176,53;308,31
S;41;0;179,29;307,13
S;41;0;182,01;305,88
S;41;0;184,70;304,56
