H;penstroke-edit;2;caveat_edit_subset fixing_2.cdr;464;564;0
G;0;0000;5
S;11;2;85.24;288.94
S;11;2;88.23;288.87
S;11;2;91.22;288.72
S;11;2;94.21;288.54
S;11;2;97.20;288.39
S;11;2;100.19;288.35
S;11;2;103.18;288.47
S;11;2;106.17;288.54
S;11;2;109.17;288.52
S;11;2;112.16;288.43
S;11;2;115.15;288.28
S;11;2;118.13;288.07
S;11;2;121.12;287.82
S;11;2;124.10;287.52
S;11;2;127.07;287.20
S;11;2;130.05;286.85
S;11;2;133.02;286.48
S;11;2;135.98;286.10
S;11;2;138.95;285.71
S;11;2;141.92;285.33
S;11;2;144.89;284.95
S;11;2;147.86;284.59
S;11;2;150.84;284.26
S;11;2;153.82;283.96
S;11;2;156.80;283.71
S;11;2;159.79;283.52
S;11;2;162.78;283.41
S;11;2;165.77;283.38
S;11;2;168.76;283.47
S;11;2;171.75;283.68
S;11;2;174.72;284.02
S;11;2;177.68;284.48
S;11;2;180.61;285.09
S;11;2;183.51;285.85
S;11;2;186.36;286.75
S;11;2;189.16;287.81
S;11;2;191.90;289.01
S;11;2;194.58;290.35
S;11;2;197.18;291.83
S;11;0;235.62;207.42
S;11;0;236.35;204.52
S;11;0;236.89;201.58
S;11;0;237.22;198.61
S;11;0;237.31;195.62
S;11;0;237.14;192.63
S;11;0;236.69;189.68
S;11;0;235.92;186.79
S;11;0;234.84;184.00
S;11;0;233.45;181.36
S;11;0;231.74;178.90
S;11;0;229.75;176.67
S;11;0;227.52;174.68
S;11;0;225.07;172.97
S;11;0;222.45;171.54
S;11;0;219.69;170.38
S;11;0;216.83;169.50
S;11;0;213.90;168.90
S;11;0;210.93;168.55
S;11;0;207.94;168.46
S;11;0;204.95;168.62
S;11;0;201.99;169.00
S;11;0;199.06;169.61
S;11;0;196.18;170.43
S;11;0;193.37;171.45
S;11;0;190.64;172.67
S;11;0;188.00;174.06
S;11;0;185.45;175.63
S;11;0;183.00;177.35
S;11;0;180.67;179.22
S;11;0;178.46;181.23
S;11;0;176.36;183.37
S;11;0;174.39;185.61
S;11;0;172.54;187.97
S;11;0;170.82;190.41
S;11;0;169.16;192.90
S;11;0;167.53;195.41
S;11;0;165.93;197.94
S;11;0;164.36;200.49
S;11;0;162.83;203.05
S;11;0;161.32;205.63
S;11;0;159.84;208.24
S;11;0;158.39;210.85
S;11;0;156.97;213.49
S;11;0;155.58;216.13
S;11;0;154.22;218.80
S;11;0;152.89;221.47
S;11;0;151.58;224.17
S;11;0;150.30;226.87
S;11;0;149.05;229.59
S;11;0;147.83;232.32
S;11;0;146.63;235.06
S;11;0;145.46;237.81
S;11;0;144.31;240.57
S;11;0;143.19;243.34
S;11;0;142.09;246.13
S;11;0;141.01;248.92
S;11;0;139.96;251.72
S;11;0;138.93;254.53
S;11;0;137.92;257.34
S;11;0;136.94;260.17
S;11;0;135.97;263.00
S;11;0;135.03;265.84
S;11;0;134.10;268.68
S;11;0;133.20;271.53
S;11;0;132.31;274.39
S;11;0;131.44;277.25
S;11;0;130.59;280.12
S;11;0;129.76;282.99
S;11;0;128.94;285.87
S;11;0;128.14;288.75
S;11;0;127.35;291.64
S;11;0;126.58;294.53
S;11;0;125.82;297.42
S;11;0;125.08;300.32
S;11;0;124.35;303.22
S;11;0;123.63;306.12
S;11;0;122.92;309.03
S;11;0;122.22;311.94
S;11;0;121.54;314.85
S;11;0;120.86;317.76
S;11;0;120.19;320.68
S;11;0;119.54;323.60
S;11;0;118.89;326.51
S;11;0;118.24;329.44
S;11;0;117.61;332.36
S;11;0;116.98;335.28
S;11;0;116.36;338.21
S;11;0;115.74;341.14
S;11;0;115.13;344.06
S;11;0;114.52;346.99
S;11;0;113.91;349.92
S;11;0;113.31;352.85
S;11;0;112.71;355.78
S;11;0;112.11;358.71
S;11;0;111.52;361.65
S;11;0;110.92;364.58
S;11;0;110.33;367.51
S;11;0;109.73;370.44
S;11;0;109.13;373.37
S;11;0;108.53;376.30
S;11;0;107.93;379.23
S;11;0;107.33;382.16
S;11;0;106.72;385.09
S;11;0;106.11;388.02
S;11;0;105.49;390.94
S;11;0;104.87;393.87
G;12;0000;µ
S;12;2;160.45;356.34
S;12;2;161.48;359.21
S;12;2;162.48;362.09
S;12;2;163.46;364.98
S;12;2;164.42;367.88
S;12;2;165.39;370.77
S;12;2;166.38;373.66
S;12;2;167.39;376.54
S;12;2;168.43;379.40
S;12;2;169.53;382.25
S;12;2;170.69;385.07
S;12;2;171.91;387.86
S;12;2;173.22;390.62
S;12;2;174.63;393.33
S;12;2;176.14;395.97
S;12;2;177.78;398.55
S;12;2;179.54;401.04
S;12;1;93.85;376.29
S;12;1;96.00;378.38
S;12;1;98.39;380.19
S;12;1;100.99;381.67
S;12;1;103.76;382.80
S;12;1;106.67;383.54
S;12;1;109.64;383.90
S;12;1;112.63;383.93
S;12;1;115.62;383.65
S;12;1;118.57;383.11
S;12;1;121.46;382.34
S;12;1;124.30;381.38
S;12;1;127.07;380.24
S;12;1;129.78;378.96
S;12;1;132.42;377.55
S;12;1;135.00;376.02
S;12;1;137.51;374.38
S;12;1;139.96;372.64
S;12;1;142.33;370.81
S;12;1;144.63;368.89
S;12;1;146.86;366.89
S;12;1;149.02;364.82
S;12;1;151.12;362.67
S;12;1;153.14;360.45
S;12;1;155.09;358.18
S;12;1;156.97;355.85
S;12;1;158.79;353.46
S;12;1;160.54;351.03
S;12;1;162.23;348.56
S;12;1;163.86;346.04
S;12;1;165.42;343.48
S;12;1;166.94;340.90
S;12;1;168.39;338.28
S;12;1;169.79;335.63
S;12;1;171.15;332.95
S;12;1;172.45;330.25
S;12;1;173.70;327.53
S;12;1;174.91;324.79
S;12;1;176.08;322.03
S;12;1;177.20;319.25
S;12;1;178.29;316.45
S;12;1;179.33;313.64
S;12;1;180.34;310.82
S;12;1;181.31;307.99
S;12;1;182.25;305.14
S;12;1;183.16;302.28
S;12;1;184.04;299.42
S;12;1;184.88;296.54
S;12;1;185.70;293.66
S;12;1;186.49;290.76
S;12;1;187.26;287.87
S;12;1;188.00;284.96
S;12;1;188.71;282.05
S;12;1;189.41;279.14
S;12;1;190.08;276.21
S;12;1;190.74;273.29
S;12;0;124.01;272.24
S;12;0;123.37;275.16
S;12;0;122.69;278.07
S;12;0;121.97;280.97
S;12;0;121.21;283.87
S;12;0;120.41;286.75
S;12;0;119.58;289.62
S;12;0;118.72;292.48
S;12;0;117.83;295.34
S;12;0;116.92;298.19
S;12;0;115.98;301.03
S;12;0;115.03;303.86
S;12;0;114.07;306.69
S;12;0;113.09;309.52
S;12;0;112.10;312.34
S;12;0;111.10;315.16
S;12;0;110.10;317.97
S;12;0;109.09;320.79
S;12;0;108.09;323.61
S;12;0;107.09;326.43
S;12;0;106.10;329.25
S;12;0;105.12;332.07
S;12;0;104.15;334.90
S;12;0;103.19;337.73
S;12;0;102.25;340.57
S;12;0;101.33;343.42
S;12;0;100.44;346.27
S;12;0;99.57;349.13
S;12;0;98.72;352.00
S;12;0;97.88;354.87
S;12;0;97.05;357.74
S;12;0;96.23;360.62
S;12;0;95.42;363.49
S;12;0;94.62;366.37
S;12;0;93.81;369.25
S;12;0;93.00;372.13
S;12;0;92.18;375.01
S;12;0;91.36;377.88
S;12;0;90.52;380.75
S;12;0;89.67;383.62
S;12;0;88.81;386.48
S;12;0;87.92;389.34
S;12;0;87.01;392.19
S;12;0;86.08;395.03
S;12;0;85.12;397.86
S;12;0;84.12;400.68
S;12;0;83.10;403.49
S;12;0;82.07;406.29
S;12;0;81.02;409.09
S;12;0;79.96;411.89
S;12;0;78.89;414.68
S;12;0;77.83;417.48
S;12;0;76.76;420.27
S;12;0;75.69;423.06
S;12;0;74.63;425.86
S;12;0;73.57;428.65
S;12;0;72.53;431.46
S;12;0;71.49;434.26
S;12;0;70.48;437.07
S;12;0;69.49;439.89
S;12;0;68.51;442.72
S;12;0;67.57;445.56
S;12;0;66.65;448.40
S;12;0;65.76;451.26
S;12;0;64.91;454.13
S;12;0;64.09;457.00
S;12;0;63.32;459.89
S;12;0;62.59;462.79
S;12;0;61.91;465.70
S;12;0;61.28;468.63
S;12;0;60.71;471.56
